final_kills,secondary_uniques,staff_pieces,total_drops,drop_rate,staff_drop_rate,kill_time_mins,total_log_hours,staff_gp,staff_gp_per_hour
671,6,4,10,67.1,167.75,3355,55.916666666666664,4000000000,71.53502235469449
542,7,3,10,54.2,180.66666666666666,2710,45.166666666666664,3000000000,66.42066420664207
437,5,5,10,43.7,87.4,2185,36.416666666666664,5000000000,137.29977116704808
778,15,3,18,43.22222222222222,259.3333333333333,3890,64.83333333333333,3000000000,46.27249357326478
499,13,3,16,31.1875,166.33333333333334,2495,41.583333333333336,3000000000,72.14428857715431
596,8,4,12,49.666666666666664,149,2980,49.666666666666664,4000000000,80.53691275167786
332,8,3,11,30.181818181818183,110.66666666666667,1660,27.666666666666668,3000000000,108.43373493975903
1037,17,14,31,33.45161290322581,74.07142857142857,5185,86.41666666666667,14000000000,162.00578592092575
587,12,3,15,39.13333333333333,195.66666666666666,2935,48.916666666666664,3000000000,61.32879045996593
488,14,3,17,28.705882352941178,162.66666666666666,2440,40.666666666666664,3000000000,73.7704918032787
698,12,5,17,41.05882352941177,139.6,3490,58.166666666666664,5000000000,85.95988538681948
387,6,3,9,43,129,1935,32.25,3000000000,93.02325581395348
935,17,3,20,46.75,311.6666666666667,4675,77.91666666666667,3000000000,38.50267379679144
1146,13,5,18,63.666666666666664,229.2,5730,95.5,5000000000,52.35602094240838
925,16,3,19,48.68421052631579,308.3333333333333,4625,77.08333333333333,3000000000,38.91891891891892
272,7,3,10,27.2,90.66666666666667,1360,22.666666666666668,3000000000,132.35294117647058
328,6,3,9,36.44444444444444,109.33333333333333,1640,27.333333333333332,3000000000,109.7560975609756
800,8,8,16,50,100,4000,66.66666666666667,8000000000,119.99999999999999
693,7,3,10,69.3,231,3465,57.75,3000000000,51.94805194805195
388,6,3,9,43.111111111111114,129.33333333333334,1940,32.333333333333336,3000000000,92.78350515463917
665,10,3,13,51.15384615384615,221.66666666666666,3325,55.416666666666664,3000000000,54.13533834586466
664,9,3,12,55.333333333333336,221.33333333333334,3320,55.333333333333336,3000000000,54.21686746987952
770,9,8,17,45.294117647058826,96.25,3850,64.16666666666667,8000000000,124.67532467532466
1012,14,5,19,53.26315789473684,202.4,5060,84.33333333333333,5000000000,59.28853754940712
859,17,3,20,42.95,286.3333333333333,4295,71.58333333333333,3000000000,41.909196740395814
585,7,4,11,53.18181818181818,146.25,2925,48.75,4000000000,82.05128205128204
372,3,4,7,53.142857142857146,93,1860,31,4000000000,129.03225806451613
409,10,3,13,31.46153846153846,136.33333333333334,2045,34.083333333333336,3000000000,88.01955990220048
861,24,3,27,31.88888888888889,287,4305,71.75,3000000000,41.811846689895475
1346,25,10,35,38.457142857142856,134.6,6730,112.16666666666667,10000000000,89.15304606240713
1289,15,7,22,58.59090909090909,184.14285714285714,6445,107.41666666666667,7000000000,65.166795965865
461,6,4,10,46.1,115.25,2305,38.416666666666664,4000000000,104.12147505422995
906,16,3,19,47.68421052631579,302,4530,75.5,3000000000,39.735099337748345
203,4,4,8,25.375,50.75,1015,16.916666666666668,4000000000,236.45320197044333
518,5,4,9,57.55555555555556,129.5,2590,43.166666666666664,4000000000,92.66409266409268
595,7,3,10,59.5,198.33333333333334,2975,49.583333333333336,3000000000,60.50420168067227
715,11,3,14,51.07142857142857,238.33333333333334,3575,59.583333333333336,3000000000,50.34965034965035
1055,6,8,14,75.35714285714286,131.875,5275,87.91666666666667,8000000000,90.99526066350711
1101,10,9,19,57.94736842105263,122.33333333333333,5505,91.75,9000000000,98.09264305177112
417,6,3,9,46.333333333333336,139,2085,34.75,3000000000,86.33093525179855
750,14,3,17,44.11764705882353,250,3750,62.5,3000000000,48
812,14,3,17,47.76470588235294,270.6666666666667,4060,67.66666666666667,3000000000,44.33497536945812
541,13,3,16,33.8125,180.33333333333334,2705,45.083333333333336,3000000000,66.54343807763401
518,4,3,7,74,172.66666666666666,2590,43.166666666666664,3000000000,69.4980694980695
717,10,3,13,55.15384615384615,239,3585,59.75,3000000000,50.2092050209205
867,14,5,19,45.63157894736842,173.4,4335,72.25,5000000000,69.20415224913495
585,8,3,11,53.18181818181818,195,2925,48.75,3000000000,61.53846153846153
1311,19,3,22,59.59090909090909,437,6555,109.25,3000000000,27.45995423340961
520,8,3,11,47.27272727272727,173.33333333333334,2600,43.333333333333336,3000000000,69.23076923076923
1413,14,9,23,61.43478260869565,157,7065,117.75,9000000000,76.43312101910828
535,13,3,16,33.4375,178.33333333333334,2675,44.583333333333336,3000000000,67.28971962616822
267,4,3,7,38.142857142857146,89,1335,22.25,3000000000,134.83146067415728
402,5,6,11,36.54545454545455,67,2010,33.5,6000000000,179.1044776119403
441,11,4,15,29.4,110.25,2205,36.75,4000000000,108.843537414966
563,9,3,12,46.916666666666664,187.66666666666666,2815,46.916666666666664,3000000000,63.94316163410302
670,14,3,17,39.411764705882355,223.33333333333334,3350,55.833333333333336,3000000000,53.731343283582085
729,10,5,15,48.6,145.8,3645,60.75,5000000000,82.3045267489712
531,6,3,9,59,177,2655,44.25,3000000000,67.79661016949153
796,6,5,11,72.36363636363636,159.2,3980,66.33333333333333,5000000000,75.37688442211056
449,7,5,12,37.416666666666664,89.8,2245,37.416666666666664,5000000000,133.630289532294
286,9,3,12,23.833333333333332,95.33333333333333,1430,23.833333333333332,3000000000,125.87412587412588
751,13,3,16,46.9375,250.33333333333334,3755,62.583333333333336,3000000000,47.93608521970706
700,18,9,27,25.925925925925927,77.77777777777777,3500,58.333333333333336,9000000000,154.28571428571428
802,8,3,11,72.9090909090909,267.3333333333333,4010,66.83333333333333,3000000000,44.887780548628434
802,8,3,11,72.9090909090909,267.3333333333333,4010,66.83333333333333,3000000000,44.887780548628434
745,19,3,22,33.86363636363637,248.33333333333334,3725,62.083333333333336,3000000000,48.32214765100671
848,13,10,23,36.869565217391305,84.8,4240,70.66666666666667,10000000000,141.50943396226415
1159,16,3,19,61,386.3333333333333,5795,96.58333333333333,3000000000,31.06125970664366
831,16,4,20,41.55,207.75,4155,69.25,4000000000,57.761732851985556
825,15,3,18,45.833333333333336,275,4125,68.75,3000000000,43.63636363636363
449,8,3,11,40.81818181818182,149.66666666666666,2245,37.416666666666664,3000000000,80.1781737193764
712,10,3,13,54.76923076923077,237.33333333333334,3560,59.333333333333336,3000000000,50.561797752808985
369,4,6,10,36.9,61.5,1845,30.75,6000000000,195.1219512195122
715,11,5,16,44.6875,143,3575,59.583333333333336,5000000000,83.91608391608392
482,12,3,15,32.13333333333333,160.66666666666666,2410,40.166666666666664,3000000000,74.68879668049793
1123,19,4,23,48.82608695652174,280.75,5615,93.58333333333333,4000000000,42.742653606411395
1010,10,15,25,40.4,67.33333333333333,5050,84.16666666666667,15000000000,178.2178217821782
457,9,3,12,38.083333333333336,152.33333333333334,2285,38.083333333333336,3000000000,78.77461706783369
1131,13,9,22,51.40909090909091,125.66666666666667,5655,94.25,9000000000,95.49071618037136
829,9,6,15,55.266666666666666,138.16666666666666,4145,69.08333333333333,6000000000,86.85162846803378
731,11,3,14,52.214285714285715,243.66666666666666,3655,60.916666666666664,3000000000,49.24760601915185
492,9,6,15,32.8,82,2460,41,6000000000,146.34146341463415
727,10,5,15,48.46666666666667,145.4,3635,60.583333333333336,5000000000,82.53094910591471
958,11,3,14,68.42857142857143,319.3333333333333,4790,79.83333333333333,3000000000,37.57828810020877
934,16,7,23,40.608695652173914,133.42857142857142,4670,77.83333333333333,7000000000,89.93576017130623
571,9,5,14,40.785714285714285,114.2,2855,47.583333333333336,5000000000,105.07880910683012
388,7,4,11,35.27272727272727,97,1940,32.333333333333336,4000000000,123.71134020618557
634,14,3,17,37.294117647058826,211.33333333333334,3170,52.833333333333336,3000000000,56.78233438485804
552,8,3,11,50.18181818181818,184,2760,46,3000000000,65.21739130434783
493,7,5,12,41.083333333333336,98.6,2465,41.083333333333336,5000000000,121.70385395537524
463,8,3,11,42.09090909090909,154.33333333333334,2315,38.583333333333336,3000000000,77.7537796976242
356,4,3,7,50.857142857142854,118.66666666666667,1780,29.666666666666668,3000000000,101.12359550561797
842,13,11,24,35.083333333333336,76.54545454545455,4210,70.16666666666667,11000000000,156.76959619952493
389,5,3,8,48.625,129.66666666666666,1945,32.416666666666664,3000000000,92.54498714652956
1089,11,5,16,68.0625,217.8,5445,90.75,5000000000,55.09641873278237
733,12,3,15,48.86666666666667,244.33333333333334,3665,61.083333333333336,3000000000,49.113233287858115
657,12,3,15,43.8,219,3285,54.75,3000000000,54.79452054794521
1205,18,3,21,57.38095238095238,401.6666666666667,6025,100.41666666666667,3000000000,29.875518672199167
512,13,3,16,32,170.66666666666666,2560,42.666666666666664,3000000000,70.3125
374,9,3,12,31.166666666666668,124.66666666666667,1870,31.166666666666668,3000000000,96.2566844919786
1206,15,13,28,43.07142857142857,92.76923076923077,6030,100.5,13000000000,129.35323383084577
1149,15,6,21,54.714285714285715,191.5,5745,95.75,6000000000,62.66318537859008
514,6,7,13,39.53846153846154,73.42857142857143,2570,42.833333333333336,7000000000,163.42412451361866
1025,19,8,27,37.96296296296296,128.125,5125,85.41666666666667,8000000000,93.65853658536585
800,19,6,25,32,133.33333333333334,4000,66.66666666666667,6000000000,90
879,10,8,18,48.833333333333336,109.875,4395,73.25,8000000000,109.2150170648464
511,8,6,14,36.5,85.16666666666667,2555,42.583333333333336,6000000000,140.90019569471625
825,18,4,22,37.5,206.25,4125,68.75,4000000000,58.18181818181818
615,9,6,15,41,102.5,3075,51.25,6000000000,117.07317073170732
481,12,4,16,30.0625,120.25,2405,40.083333333333336,4000000000,99.79209979209979
1079,14,5,19,56.78947368421053,215.8,5395,89.91666666666667,5000000000,55.60704355885079
781,16,6,22,35.5,130.16666666666666,3905,65.08333333333333,6000000000,92.18950064020488
954,9,3,12,79.5,318,4770,79.5,3000000000,37.735849056603776
312,7,3,10,31.2,104,1560,26,3000000000,115.38461538461539
999,10,3,13,76.84615384615384,333,4995,83.25,3000000000,36.03603603603604
588,11,4,15,39.2,147,2940,49,4000000000,81.63265306122449
197,4,3,7,28.142857142857142,65.66666666666667,985,16.416666666666668,3000000000,182.741116751269
887,11,6,17,52.1764705882353,147.83333333333334,4435,73.91666666666667,6000000000,81.17249154453212
352,10,3,13,27.076923076923077,117.33333333333333,1760,29.333333333333332,3000000000,102.27272727272728
1251,18,8,26,48.11538461538461,156.375,6255,104.25,8000000000,76.73860911270984
1202,21,3,24,50.083333333333336,400.6666666666667,6010,100.16666666666667,3000000000,29.95008319467554
852,11,3,14,60.857142857142854,284,4260,71,3000000000,42.25352112676057
863,9,3,12,71.91666666666667,287.6666666666667,4315,71.91666666666667,3000000000,41.71494785631517
519,6,6,12,43.25,86.5,2595,43.25,6000000000,138.72832369942196
1104,22,3,25,44.16,368,5520,92,3000000000,32.608695652173914
659,11,6,17,38.76470588235294,109.83333333333333,3295,54.916666666666664,6000000000,109.25644916540213
736,9,3,12,61.333333333333336,245.33333333333334,3680,61.333333333333336,3000000000,48.91304347826087
402,9,3,12,33.5,134,2010,33.5,3000000000,89.55223880597015
758,10,3,13,58.30769230769231,252.66666666666666,3790,63.166666666666664,3000000000,47.4934036939314
363,6,4,10,36.3,90.75,1815,30.25,4000000000,132.23140495867767
1209,14,3,17,71.11764705882354,403,6045,100.75,3000000000,29.776674937965257
713,12,8,20,35.65,89.125,3565,59.416666666666664,8000000000,134.6423562412342
486,5,3,8,60.75,162,2430,40.5,3000000000,74.07407407407408
878,16,7,23,38.17391304347826,125.42857142857143,4390,73.16666666666667,7000000000,95.67198177676538
517,8,5,13,39.76923076923077,103.4,2585,43.083333333333336,5000000000,116.05415860735009
305,7,3,10,30.5,101.66666666666667,1525,25.416666666666668,3000000000,118.03278688524588
228,5,4,9,25.333333333333332,57,1140,19,4000000000,210.52631578947367
479,8,3,11,43.54545454545455,159.66666666666666,2395,39.916666666666664,3000000000,75.15657620041755
325,5,3,8,40.625,108.33333333333333,1625,27.083333333333332,3000000000,110.76923076923077
1307,18,13,31,42.16129032258065,100.53846153846153,6535,108.91666666666667,13000000000,119.35730680948737
536,13,4,17,31.529411764705884,134,2680,44.666666666666664,4000000000,89.55223880597015
451,7,6,13,34.69230769230769,75.16666666666667,2255,37.583333333333336,6000000000,159.64523281596453
376,7,3,10,37.6,125.33333333333333,1880,31.333333333333332,3000000000,95.74468085106383
898,15,3,18,49.888888888888886,299.3333333333333,4490,74.83333333333333,3000000000,40.0890868596882
744,14,3,17,43.76470588235294,248,3720,62,3000000000,48.387096774193544
785,15,5,20,39.25,157,3925,65.41666666666667,5000000000,76.43312101910828
717,11,6,17,42.1764705882353,119.5,3585,59.75,6000000000,100.418410041841
610,9,8,17,35.88235294117647,76.25,3050,50.833333333333336,8000000000,157.37704918032787
515,4,3,7,73.57142857142857,171.66666666666666,2575,42.916666666666664,3000000000,69.90291262135923
577,9,3,12,48.083333333333336,192.33333333333334,2885,48.083333333333336,3000000000,62.39168110918544
425,5,3,8,53.125,141.66666666666666,2125,35.416666666666664,3000000000,84.70588235294119
657,7,3,10,65.7,219,3285,54.75,3000000000,54.79452054794521
665,18,6,24,27.708333333333332,110.83333333333333,3325,55.416666666666664,6000000000,108.27067669172932
479,8,3,11,43.54545454545455,159.66666666666666,2395,39.916666666666664,3000000000,75.15657620041755
651,5,4,9,72.33333333333333,162.75,3255,54.25,4000000000,73.73271889400922
573,10,4,14,40.92857142857143,143.25,2865,47.75,4000000000,83.7696335078534
691,14,6,20,34.55,115.16666666666667,3455,57.583333333333336,6000000000,104.19681620839363
503,5,6,11,45.72727272727273,83.83333333333333,2515,41.916666666666664,6000000000,143.14115308151094
1048,9,5,14,74.85714285714286,209.6,5240,87.33333333333333,5000000000,57.25190839694656
736,15,7,22,33.45454545454545,105.14285714285714,3680,61.333333333333336,7000000000,114.13043478260869
540,11,3,14,38.57142857142857,180,2700,45,3000000000,66.66666666666666
706,8,3,11,64.18181818181819,235.33333333333334,3530,58.833333333333336,3000000000,50.991501416430594
358,8,3,11,32.54545454545455,119.33333333333333,1790,29.833333333333332,3000000000,100.5586592178771
398,4,5,9,44.22222222222222,79.6,1990,33.166666666666664,5000000000,150.75376884422113
583,8,5,13,44.84615384615385,116.6,2915,48.583333333333336,5000000000,102.91595197255575
509,7,3,10,50.9,169.66666666666666,2545,42.416666666666664,3000000000,70.7269155206287
592,14,3,17,34.8235294117647,197.33333333333334,2960,49.333333333333336,3000000000,60.81081081081081
378,5,3,8,47.25,126,1890,31.5,3000000000,95.23809523809524
253,3,3,6,42.166666666666664,84.33333333333333,1265,21.083333333333332,3000000000,142.2924901185771
811,20,13,33,24.575757575757574,62.38461538461539,4055,67.58333333333333,13000000000,192.35511713933417
725,12,3,15,48.333333333333336,241.66666666666666,3625,60.416666666666664,3000000000,49.6551724137931
633,9,5,14,45.214285714285715,126.6,3165,52.75,5000000000,94.7867298578199
754,5,4,9,83.77777777777777,188.5,3770,62.833333333333336,4000000000,63.6604774535809
470,6,3,9,52.22222222222222,156.66666666666666,2350,39.166666666666664,3000000000,76.59574468085107
805,11,3,14,57.5,268.3333333333333,4025,67.08333333333333,3000000000,44.72049689440994
769,11,8,19,40.473684210526315,96.125,3845,64.08333333333333,8000000000,124.83745123537062
526,7,5,12,43.833333333333336,105.2,2630,43.833333333333336,5000000000,114.06844106463878
192,4,3,7,27.428571428571427,64,960,16,3000000000,187.5
343,8,3,11,31.181818181818183,114.33333333333333,1715,28.583333333333332,3000000000,104.95626822157435
753,11,3,14,53.785714285714285,251,3765,62.75,3000000000,47.808764940239044
383,5,3,8,47.875,127.66666666666667,1915,31.916666666666668,3000000000,93.99477806788512
841,12,3,15,56.06666666666667,280.3333333333333,4205,70.08333333333333,3000000000,42.80618311533888
585,12,3,15,39,195,2925,48.75,3000000000,61.53846153846153
427,6,3,9,47.44444444444444,142.33333333333334,2135,35.583333333333336,3000000000,84.30913348946135
416,5,3,8,52,138.66666666666666,2080,34.666666666666664,3000000000,86.53846153846155
932,5,6,11,84.72727272727273,155.33333333333334,4660,77.66666666666667,6000000000,77.25321888412017
385,7,3,10,38.5,128.33333333333334,1925,32.083333333333336,3000000000,93.5064935064935
366,11,3,14,26.142857142857142,122,1830,30.5,3000000000,98.36065573770492
602,5,6,11,54.72727272727273,100.33333333333333,3010,50.166666666666664,6000000000,119.60132890365449
325,4,5,9,36.111111111111114,65,1625,27.083333333333332,5000000000,184.61538461538464
222,3,3,6,37,74,1110,18.5,3000000000,162.16216216216216
872,6,3,9,96.88888888888889,290.6666666666667,4360,72.66666666666667,3000000000,41.28440366972477
604,8,6,14,43.142857142857146,100.66666666666667,3020,50.333333333333336,6000000000,119.20529801324503
578,6,4,10,57.8,144.5,2890,48.166666666666664,4000000000,83.04498269896195
561,6,10,16,35.0625,56.1,2805,46.75,10000000000,213.903743315508
614,11,3,14,43.857142857142854,204.66666666666666,3070,51.166666666666664,3000000000,58.63192182410423
281,4,3,7,40.142857142857146,93.66666666666667,1405,23.416666666666668,3000000000,128.1138790035587
682,13,3,16,42.625,227.33333333333334,3410,56.833333333333336,3000000000,52.785923753665685
383,8,3,11,34.81818181818182,127.66666666666667,1915,31.916666666666668,3000000000,93.99477806788512
1040,12,3,15,69.33333333333333,346.6666666666667,5200,86.66666666666667,3000000000,34.61538461538461
615,11,6,17,36.1764705882353,102.5,3075,51.25,6000000000,117.07317073170732
355,3,6,9,39.44444444444444,59.166666666666664,1775,29.583333333333332,6000000000,202.81690140845072
904,12,5,17,53.1764705882353,180.8,4520,75.33333333333333,5000000000,66.3716814159292
478,9,3,12,39.833333333333336,159.33333333333334,2390,39.833333333333336,3000000000,75.31380753138075
734,10,5,15,48.93333333333333,146.8,3670,61.166666666666664,5000000000,81.74386920980928
471,4,4,8,58.875,117.75,2355,39.25,4000000000,101.91082802547771
177,6,3,9,19.666666666666668,59,885,14.75,3000000000,203.38983050847457
829,12,3,15,55.266666666666666,276.3333333333333,4145,69.08333333333333,3000000000,43.42581423401689
1231,20,5,25,49.24,246.2,6155,102.58333333333333,5000000000,48.740861088545905
532,6,4,10,53.2,133,2660,44.333333333333336,4000000000,90.22556390977444
720,10,8,18,40,90,3600,60,8000000000,133.33333333333331
768,10,5,15,51.2,153.6,3840,64,5000000000,78.125
429,5,3,8,53.625,143,2145,35.75,3000000000,83.91608391608392
1171,14,3,17,68.88235294117646,390.3333333333333,5855,97.58333333333333,3000000000,30.742954739538856
676,12,3,15,45.06666666666667,225.33333333333334,3380,56.333333333333336,3000000000,53.25443786982248
308,6,6,12,25.666666666666668,51.333333333333336,1540,25.666666666666668,6000000000,233.76623376623374
756,11,5,16,47.25,151.2,3780,63,5000000000,79.36507936507935
706,12,4,16,44.125,176.5,3530,58.833333333333336,4000000000,67.98866855524079
1096,23,7,30,36.53333333333333,156.57142857142858,5480,91.33333333333333,7000000000,76.64233576642336
627,14,3,17,36.88235294117647,209,3135,52.25,3000000000,57.41626794258373
295,4,4,8,36.875,73.75,1475,24.583333333333332,4000000000,162.71186440677968
521,10,3,13,40.07692307692308,173.66666666666666,2605,43.416666666666664,3000000000,69.0978886756238
344,5,3,8,43,114.66666666666667,1720,28.666666666666668,3000000000,104.65116279069767
799,11,3,14,57.07142857142857,266.3333333333333,3995,66.58333333333333,3000000000,45.056320400500624
675,9,6,15,45,112.5,3375,56.25,6000000000,106.66666666666667
422,7,3,10,42.2,140.66666666666666,2110,35.166666666666664,3000000000,85.30805687203792
238,6,3,9,26.444444444444443,79.33333333333333,1190,19.833333333333332,3000000000,151.2605042016807
512,15,3,18,28.444444444444443,170.66666666666666,2560,42.666666666666664,3000000000,70.3125
1143,26,8,34,33.61764705882353,142.875,5715,95.25,8000000000,83.98950131233595
708,9,6,15,47.2,118,3540,59,6000000000,101.69491525423729
317,6,3,9,35.22222222222222,105.66666666666667,1585,26.416666666666668,3000000000,113.56466876971608
551,9,4,13,42.38461538461539,137.75,2755,45.916666666666664,4000000000,87.11433756805808
750,11,4,15,50,187.5,3750,62.5,4000000000,64
255,4,3,7,36.42857142857143,85,1275,21.25,3000000000,141.17647058823528
949,13,7,20,47.45,135.57142857142858,4745,79.08333333333333,7000000000,88.51422550052688
559,11,3,14,39.92857142857143,186.33333333333334,2795,46.583333333333336,3000000000,64.40071556350627
572,12,3,15,38.13333333333333,190.66666666666666,2860,47.666666666666664,3000000000,62.93706293706294
1317,17,3,20,65.85,439,6585,109.75,3000000000,27.33485193621868
195,4,5,9,21.666666666666668,39,975,16.25,5000000000,307.69230769230774
1578,28,3,31,50.903225806451616,526,7890,131.5,3000000000,22.813688212927755
893,15,6,21,42.523809523809526,148.83333333333334,4465,74.41666666666667,6000000000,80.62709966405376
293,6,4,10,29.3,73.25,1465,24.416666666666668,4000000000,163.82252559726962
592,10,3,13,45.53846153846154,197.33333333333334,2960,49.333333333333336,3000000000,60.81081081081081
835,18,5,23,36.30434782608695,167,4175,69.58333333333333,5000000000,71.8562874251497
216,3,3,6,36,72,1080,18,3000000000,166.66666666666666
728,12,3,15,48.53333333333333,242.66666666666666,3640,60.666666666666664,3000000000,49.45054945054945
993,12,5,17,58.411764705882355,198.6,4965,82.75,5000000000,60.42296072507553
627,7,3,10,62.7,209,3135,52.25,3000000000,57.41626794258373
373,4,3,7,53.285714285714285,124.33333333333333,1865,31.083333333333332,3000000000,96.514745308311
1043,11,4,15,69.53333333333333,260.75,5215,86.91666666666667,4000000000,46.02109300095877
651,12,4,16,40.6875,162.75,3255,54.25,4000000000,73.73271889400922
508,10,5,15,33.86666666666667,101.6,2540,42.333333333333336,5000000000,118.11023622047244
668,7,4,11,60.72727272727273,167,3340,55.666666666666664,4000000000,71.8562874251497
714,14,3,17,42,238,3570,59.5,3000000000,50.420168067226896
455,5,3,8,56.875,151.66666666666666,2275,37.916666666666664,3000000000,79.12087912087912
488,7,3,10,48.8,162.66666666666666,2440,40.666666666666664,3000000000,73.7704918032787
664,12,5,17,39.05882352941177,132.8,3320,55.333333333333336,5000000000,90.36144578313252
937,19,4,23,40.73913043478261,234.25,4685,78.08333333333333,4000000000,51.2273212379936
550,13,3,16,34.375,183.33333333333334,2750,45.833333333333336,3000000000,65.45454545454545
1184,21,3,24,49.333333333333336,394.6666666666667,5920,98.66666666666667,3000000000,30.405405405405403
692,9,3,12,57.666666666666664,230.66666666666666,3460,57.666666666666664,3000000000,52.02312138728323
671,6,3,9,74.55555555555556,223.66666666666666,3355,55.916666666666664,3000000000,53.65126676602087
596,13,10,23,25.91304347826087,59.6,2980,49.666666666666664,10000000000,201.34228187919464
292,7,3,10,29.2,97.33333333333333,1460,24.333333333333332,3000000000,123.28767123287672
593,6,3,9,65.88888888888889,197.66666666666666,2965,49.416666666666664,3000000000,60.708263069139974
963,19,3,22,43.77272727272727,321,4815,80.25,3000000000,37.38317757009346
514,9,5,14,36.714285714285715,102.8,2570,42.833333333333336,5000000000,116.73151750972762
674,9,8,17,39.64705882352941,84.25,3370,56.166666666666664,8000000000,142.433234421365
380,4,5,9,42.22222222222222,76,1900,31.666666666666668,5000000000,157.89473684210526
906,11,10,21,43.142857142857146,90.6,4530,75.5,10000000000,132.45033112582783
551,12,6,18,30.61111111111111,91.83333333333333,2755,45.916666666666664,6000000000,130.67150635208714
1071,19,3,22,48.68181818181818,357,5355,89.25,3000000000,33.61344537815126
572,12,3,15,38.13333333333333,190.66666666666666,2860,47.666666666666664,3000000000,62.93706293706294
816,11,3,14,58.285714285714285,272,4080,68,3000000000,44.11764705882353
209,4,3,7,29.857142857142858,69.66666666666667,1045,17.416666666666668,3000000000,172.2488038277512
327,3,7,10,32.7,46.714285714285715,1635,27.25,7000000000,256.8807339449541
1185,16,16,32,37.03125,74.0625,5925,98.75,16000000000,162.02531645569618
855,15,3,18,47.5,285,4275,71.25,3000000000,42.10526315789474
723,11,8,19,38.05263157894737,90.375,3615,60.25,8000000000,132.78008298755188
523,10,4,14,37.357142857142854,130.75,2615,43.583333333333336,4000000000,91.77820267686424
220,3,4,7,31.428571428571427,55,1100,18.333333333333332,4000000000,218.1818181818182
616,4,3,7,88,205.33333333333334,3080,51.333333333333336,3000000000,58.441558441558435
658,9,3,12,54.833333333333336,219.33333333333334,3290,54.833333333333336,3000000000,54.7112462006079
387,7,3,10,38.7,129,1935,32.25,3000000000,93.02325581395348
304,7,3,10,30.4,101.33333333333333,1520,25.333333333333332,3000000000,118.42105263157895
292,4,3,7,41.714285714285715,97.33333333333333,1460,24.333333333333332,3000000000,123.28767123287672
553,5,5,10,55.3,110.6,2765,46.083333333333336,5000000000,108.49909584086798
989,20,8,28,35.32142857142857,123.625,4945,82.41666666666667,8000000000,97.06774519716886
295,5,3,8,36.875,98.33333333333333,1475,24.583333333333332,3000000000,122.03389830508475
531,15,5,20,26.55,106.2,2655,44.25,5000000000,112.99435028248587
689,11,9,20,34.45,76.55555555555556,3445,57.416666666666664,9000000000,156.7489114658926
441,8,3,11,40.09090909090909,147,2205,36.75,3000000000,81.63265306122449
633,8,3,11,57.54545454545455,211,3165,52.75,3000000000,56.87203791469194
389,9,4,13,29.923076923076923,97.25,1945,32.416666666666664,4000000000,123.39331619537276
221,5,3,8,27.625,73.66666666666667,1105,18.416666666666668,3000000000,162.89592760180994
435,6,3,9,48.333333333333336,145,2175,36.25,3000000000,82.75862068965517
706,16,3,19,37.1578947368421,235.33333333333334,3530,58.833333333333336,3000000000,50.991501416430594
513,11,4,15,34.2,128.25,2565,42.75,4000000000,93.5672514619883
510,9,5,14,36.42857142857143,102,2550,42.5,5000000000,117.6470588235294
416,8,3,11,37.81818181818182,138.66666666666666,2080,34.666666666666664,3000000000,86.53846153846155
987,18,3,21,47,329,4935,82.25,3000000000,36.4741641337386
814,13,3,16,50.875,271.3333333333333,4070,67.83333333333333,3000000000,44.22604422604423
470,8,3,11,42.72727272727273,156.66666666666666,2350,39.166666666666664,3000000000,76.59574468085107
667,11,4,15,44.46666666666667,166.75,3335,55.583333333333336,4000000000,71.9640179910045
726,12,3,15,48.4,242,3630,60.5,3000000000,49.586776859504134
742,12,3,15,49.46666666666667,247.33333333333334,3710,61.833333333333336,3000000000,48.517520215633425
677,12,5,17,39.8235294117647,135.4,3385,56.416666666666664,5000000000,88.62629246676515
1300,25,11,36,36.111111111111114,118.18181818181819,6500,108.33333333333333,11000000000,101.53846153846153
687,15,4,19,36.1578947368421,171.75,3435,57.25,4000000000,69.86899563318777
161,3,3,6,26.833333333333332,53.666666666666664,805,13.416666666666666,3000000000,223.60248447204972
593,6,4,10,59.3,148.25,2965,49.416666666666664,4000000000,80.94435075885329
507,7,7,14,36.214285714285715,72.42857142857143,2535,42.25,7000000000,165.68047337278108
672,11,10,21,32,67.2,3360,56,10000000000,178.57142857142856
548,4,5,9,60.888888888888886,109.6,2740,45.666666666666664,5000000000,109.48905109489051
664,12,3,15,44.266666666666666,221.33333333333334,3320,55.333333333333336,3000000000,54.21686746987952
676,9,3,12,56.333333333333336,225.33333333333334,3380,56.333333333333336,3000000000,53.25443786982248
711,7,5,12,59.25,142.2,3555,59.25,5000000000,84.38818565400844
249,3,4,7,35.57142857142857,62.25,1245,20.75,4000000000,192.77108433734938
515,12,3,15,34.333333333333336,171.66666666666666,2575,42.916666666666664,3000000000,69.90291262135923
349,7,3,10,34.9,116.33333333333333,1745,29.083333333333332,3000000000,103.1518624641834
802,12,4,16,50.125,200.5,4010,66.83333333333333,4000000000,59.85037406483791
305,5,3,8,38.125,101.66666666666667,1525,25.416666666666668,3000000000,118.03278688524588
596,8,3,11,54.18181818181818,198.66666666666666,2980,49.666666666666664,3000000000,60.4026845637584
514,4,3,7,73.42857142857143,171.33333333333334,2570,42.833333333333336,3000000000,70.03891050583658
626,11,3,14,44.714285714285715,208.66666666666666,3130,52.166666666666664,3000000000,57.50798722044728
